name,url,party,state,district,chamber,start,end
"Hanabusa, Colleen",https://www.congress.gov/member/colleen-hanabusa/H001050,Democratic,Hawaii,1,House,2011,2019
"Handel, Karen C.",https://www.congress.gov/member/karen-handel/H001078,Republican,Georgia,6,House,2017,2019
"Hanna, Richard L.",https://www.congress.gov/member/richard-hanna/H001051,Republican,New York,22,House,2013,2017
"Hanna, Richard L.",https://www.congress.gov/member/richard-hanna/H001051,Republican,New York,24,House,2011,2013
"Harder, Josh",https://www.congress.gov/member/josh-harder/H001090,Democratic,California,10,House,2019,inf
"Hardy, Cresent",https://www.congress.gov/member/cresent-hardy/H001070,Republican,Nevada,4,House,2015,2017
"Hare, Phil",https://www.congress.gov/member/phil-hare/H001040,Democratic,Illinois,17,House,2007,2011
"Harkin, Tom",https://www.congress.gov/member/thomas-harkin/H000206,Democratic,Iowa,0,Senate,1985,2015
"Harkin, Tom",https://www.congress.gov/member/thomas-harkin/H000206,Democratic,Iowa,5,House,1975,1985
"Harman, Jane",https://www.congress.gov/member/jane-harman/H000213,Democratic,California,36,House,2001,2011
"Harman, Jane",https://www.congress.gov/member/jane-harman/H000213,Democratic,California,36,House,1993,1999
"Harper, Gregg",https://www.congress.gov/member/gregg-harper/H001045,Republican,Mississippi,3,House,2009,2019
"Harris, Andy",https://www.congress.gov/member/andy-harris/H001052,Republican,Maryland,1,House,2011,inf
"Harris, Kamala D.",https://www.congress.gov/member/kamala-harris/H001075,Democratic,California,N/A,Senate,2017,inf
"Hartzler, Vicky",https://www.congress.gov/member/vicky-hartzler/H001053,Republican,Missouri,4,House,2011,inf
"Hassan, Margaret Wood",https://www.congress.gov/member/margaret-hassan/H001076,Democratic,New Hampshire,N/A,Senate,2017,inf
"Hastings, Alcee L.",https://www.congress.gov/member/alcee-hastings/H000324,Democratic,Florida,20,House,2013,inf
"Hastings, Alcee L.",https://www.congress.gov/member/alcee-hastings/H000324,Democratic,Florida,23,House,1993,2013
"Hastings, Doc",https://www.congress.gov/member/doc-hastings/H000329,Republican,Washington,4,House,1995,2015
"Hatch, Orrin G.",https://www.congress.gov/member/orrin-hatch/H000338,Republican,Utah,N/A,Senate,1977,2019
"Hawley, Josh",https://www.congress.gov/member/josh-hawley/H001089,Republican,Missouri,N/A,Senate,2019,inf
"Hayes, Jahana",https://www.congress.gov/member/jahana-hayes/H001081,Democratic,Connecticut,5,House,2019,inf
"Hayworth, Nan A. S.",https://www.congress.gov/member/nan-hayworth/H001054,Republican,New York,19,House,2011,2013
"Heck, Denny",https://www.congress.gov/member/denny-heck/H001064,Democratic,Washington,10,House,2013,inf
"Heck, Joseph J.",https://www.congress.gov/member/joseph-heck/H001055,Republican,Nevada,3,House,2011,2017
"Heinrich, Martin",https://www.congress.gov/member/martin-heinrich/H001046,Democratic,New Mexico,0,Senate,2013,inf
"Heinrich, Martin",https://www.congress.gov/member/martin-heinrich/H001046,Democratic,New Mexico,1,House,2009,2013
"Heitkamp, Heidi",https://www.congress.gov/member/heidi-heitkamp/H001069,Democratic,North Dakota,N/A,Senate,2013,2019
"Heller, Dean",https://www.congress.gov/member/dean-heller/H001041,Republican,Nevada,0,Senate,2011,2019
"Heller, Dean",https://www.congress.gov/member/dean-heller/H001041,Republican,Nevada,2,House,2007,2011
"Hensarling, Jeb",https://www.congress.gov/member/jeb-hensarling/H001036,Republican,Texas,5,House,2003,2019
"Herger, Wally",https://www.congress.gov/member/wally-herger/H000528,Republican,California,2,House,1987,2013
"Hern, Kevin",https://www.congress.gov/member/kevin-hern/H001082,Republican,Oklahoma,1,House,2018,inf
"Herrera Beutler, Jaime",https://www.congress.gov/member/jaime-herrera-beutler/H001056,Republican,Washington,3,House,2011,inf
"Herseth Sandlin, Stephanie",https://www.congress.gov/member/stephanie-herseth-sandlin/H001037,Democratic,South Dakota,At Large,House,2004,2011
"Hice, Jody B.",https://www.congress.gov/member/jody-hice/H001071,Republican,Georgia,10,House,2015,inf
"Higgins, Brian",https://www.congress.gov/member/brian-higgins/H001038,Democratic,New York,26,House,2013,inf
"Higgins, Brian",https://www.congress.gov/member/brian-higgins/H001038,Democratic,New York,27,House,2005,2013
"Higgins, Clay",https://www.congress.gov/member/clay-higgins/H001077,Republican,Louisiana,3,House,2017,inf
"Hill, Baron P.",https://www.congress.gov/member/baron-hill/H001030,Democratic,Indiana,9,House,2007,2011
"Hill, Baron P.",https://www.congress.gov/member/baron-hill/H001030,Democratic,Indiana,9,House,1999,2005
"Hill, J. French",https://www.congress.gov/member/j-hill/H001072,Republican,Arkansas,2,House,2015,inf
"Hill, Katie",https://www.congress.gov/member/katie-hill/H001087,Democratic,California,25,House,2019,2019
"Himes, James A.",https://www.congress.gov/member/james-himes/H001047,Democratic,Connecticut,4,House,2009,inf
"Hinchey, Maurice D.",https://www.congress.gov/member/maurice-hinchey/H000627,Democratic,New York,22,House,2003,2013
"Hinchey, Maurice D.",https://www.congress.gov/member/maurice-hinchey/H000627,Democratic,New York,26,House,1993,2003
"Hinojosa, Ruben",https://www.congress.gov/member/ruben-hinojosa/H000636,Democratic,Texas,15,House,1997,2017
"Hirono, Mazie K.",https://www.congress.gov/member/mazie-hirono/H001042,Democratic,Hawaii,0,Senate,2013,inf
"Hirono, Mazie K.",https://www.congress.gov/member/mazie-hirono/H001042,Democratic,Hawaii,2,House,2007,2013
"Hochul, Kathleen C.",https://www.congress.gov/member/kathleen-hochul/H001062,Democratic,New York,26,House,2011,2013
"Hodes, Paul W.",https://www.congress.gov/member/paul-hodes/H001043,Democratic,New Hampshire,2,House,2007,2011
"Hoekstra, Peter",https://www.congress.gov/member/peter-hoekstra/H000676,Republican,Michigan,2,House,1993,2011
"Hoeven, John",https://www.congress.gov/member/john-hoeven/H001061,Republican,North Dakota,N/A,Senate,2011,inf
"Holden, Tim",https://www.congress.gov/member/tim-holden/H000712,Democratic,Pennsylvania,17,House,2003,2013
"Holden, Tim",https://www.congress.gov/member/tim-holden/H000712,Democratic,Pennsylvania,6,House,1993,2003
"Holding, George",https://www.congress.gov/member/george-holding/H001065,Republican,North Carolina,2,House,2017,inf
"Holding, George",https://www.congress.gov/member/george-holding/H001065,Republican,North Carolina,13,House,2013,2017
"Hollingsworth, Trey",https://www.congress.gov/member/trey-hollingsworth/H001074,Republican,Indiana,9,House,2017,inf
"Holt, Rush",https://www.congress.gov/member/rush-holt/H001032,Democratic,New Jersey,12,House,1999,2015
"Honda, Michael M.",https://www.congress.gov/member/michael-honda/H001034,Democratic,California,17,House,2013,2017
"Honda, Michael M.",https://www.congress.gov/member/michael-honda/H001034,Democratic,California,15,House,2001,2013
"Horn, Kendra S.",https://www.congress.gov/member/kendra-horn/H001083,Democratic,Oklahoma,5,House,2019,inf
"Horsford, Steven",https://www.congress.gov/member/steven-horsford/H001066,Democratic,Nevada,4,House,2019,inf
"Horsford, Steven",https://www.congress.gov/member/steven-horsford/H001066,Democratic,Nevada,4,House,2013,2015
"Houlahan, Chrissy",https://www.congress.gov/member/chrissy-houlahan/H001085,Democratic,Pennsylvania,6,House,2019,inf
"Hoyer, Steny H.",https://www.congress.gov/member/steny-hoyer/H000874,Democratic,Maryland,5,House,1981,inf
"Hudson, Richard",https://www.congress.gov/member/richard-hudson/H001067,Republican,North Carolina,8,House,2013,inf
"Huelskamp, Tim",https://www.congress.gov/member/tim-huelskamp/H001057,Republican,Kansas,1,House,2011,2017
"Huffman, Jared",https://www.congress.gov/member/jared-huffman/H001068,Democratic,California,2,House,2013,inf
"Huizenga, Bill",https://www.congress.gov/member/bill-huizenga/H001058,Republican,Michigan,2,House,2011,inf
"Hultgren, Randy",https://www.congress.gov/member/randy-hultgren/H001059,Republican,Illinois,14,House,2011,2019
"Hunter, Duncan D.",https://www.congress.gov/member/duncan-hunter/H001048,Republican,California,50,House,2013,2020
"Hunter, Duncan D.",https://www.congress.gov/member/duncan-hunter/H001048,Republican,California,52,House,2009,2013
"Hurd, Will",https://www.congress.gov/member/will-hurd/H001073,Republican,Texas,23,House,2015,inf
"Hurt, Robert",https://www.congress.gov/member/robert-hurt/H001060,Republican,Virginia,5,House,2011,2017
"Hutchison, Kay Bailey",https://www.congress.gov/member/kay-hutchison/H001016,Republican,Texas,N/A,Senate,1993,2013
"Hyde-Smith, Cindy",https://www.congress.gov/member/cindy-hyde-smith/H001079,Republican,Mississippi,N/A,Senate,2018,inf
"Inglis, Bob",https://www.congress.gov/member/bob-inglis/I000023,Republican,South Carolina,4,House,2005,2011
"Inglis, Bob",https://www.congress.gov/member/bob-inglis/I000023,Republican,South Carolina,4,House,1993,1999
"Inhofe, James M.",https://www.congress.gov/member/jim-inhofe/I000024,Republican,Oklahoma,0,Senate,1994,inf
"Inhofe, James M.",https://www.congress.gov/member/jim-inhofe/I000024,Republican,Oklahoma,1,House,1987,1995
"Inouye, Daniel K.",https://www.congress.gov/member/daniel-inouye/I000025,Democratic,Hawaii,0,Senate,1963,2012
"Inouye, Daniel K.",https://www.congress.gov/member/daniel-inouye/I000025,Democratic,Hawaii,At Large,House,1959,1963
"Inslee, Jay",https://www.congress.gov/member/jay-inslee/I000026,Democratic,Washington,1,House,1999,2012
"Inslee, Jay",https://www.congress.gov/member/jay-inslee/I000026,Democratic,Washington,4,House,1993,1995
"Isakson, Johnny",https://www.congress.gov/member/johnny-isakson/I000055,Republican,Georgia,0,Senate,2005,2019
"Isakson, Johnny",https://www.congress.gov/member/johnny-isakson/I000055,Republican,Georgia,6,House,1999,2005
"Israel, Steve",https://www.congress.gov/member/steve-israel/I000057,Democratic,New York,3,House,2013,2017
"Israel, Steve",https://www.congress.gov/member/steve-israel/I000057,Democratic,New York,2,House,2001,2013
"Issa, Darrell E.",https://www.congress.gov/member/darrell-issa/I000056,Republican,California,49,House,2003,2019
"Issa, Darrell E.",https://www.congress.gov/member/darrell-issa/I000056,Republican,California,48,House,2001,2003
"Jackson Lee, Sheila",https://www.congress.gov/member/sheila-jackson-lee/J000032,Democratic,Texas,18,House,1995,inf
"Jackson, Jesse L., Jr.",https://www.congress.gov/member/jesse-jackson/J000283,Democratic,Illinois,2,House,1995,2012
"Jayapal, Pramila",https://www.congress.gov/member/pramila-jayapal/J000298,Democratic,Washington,7,House,2017,inf
"Jeffries, Hakeem S.",https://www.congress.gov/member/hakeem-jeffries/J000294,Democratic,New York,8,House,2013,inf
"Jenkins, Evan H.",https://www.congress.gov/member/evan-jenkins/J000297,Republican,West Virginia,3,House,2015,2018
"Jenkins, Lynn",https://www.congress.gov/member/lynn-jenkins/J000290,Republican,Kansas,2,House,2009,2019
"Johanns, Mike",https://www.congress.gov/member/mike-johanns/J000291,Republican,Nebraska,N/A,Senate,2009,2015
"Johnson, Bill",https://www.congress.gov/member/bill-johnson/J000292,Republican,Ohio,6,House,2011,inf
"Johnson, Dusty",https://www.congress.gov/member/dusty-johnson/J000301,Republican,South Dakota,At Large,House,2019,inf
"Johnson, Eddie Bernice",https://www.congress.gov/member/eddie-johnson/J000126,Democratic,Texas,30,House,1993,inf
"Johnson, Henry C. ""Hank,"" Jr.",https://www.congress.gov/member/henry-johnson/J000288,Democratic,Georgia,4,House,2007,inf
"Johnson, Mike",https://www.congress.gov/member/mike-johnson/J000299,Republican,Louisiana,4,House,2017,inf
"Johnson, Ron",https://www.congress.gov/member/ron-johnson/J000293,Republican,Wisconsin,N/A,Senate,2011,inf
"Johnson, Sam",https://www.congress.gov/member/sam-johnson/J000174,Republican,Texas,3,House,1991,2019
"Johnson, Tim",https://www.congress.gov/member/tim-johnson/J000177,Democratic,South Dakota,0,Senate,1997,2015
"Johnson, Tim",https://www.congress.gov/member/tim-johnson/J000177,Democratic,South Dakota,At Large,House,1987,1997
"Johnson, Timothy V.",https://www.congress.gov/member/timothy-johnson/J000285,Republican,Illinois,15,House,2001,2013
"Jolly, David W.",https://www.congress.gov/member/david-jolly/J000296,Republican,Florida,13,House,2014,2017
"Jones, Brenda",https://www.congress.gov/member/brenda-jones/J000303,Democratic,Michigan,13,House,2018,2019
"Jones, Doug",https://www.congress.gov/member/doug-jones/J000300,Democratic,Alabama,N/A,Senate,2018,inf
"Jones, Walter B., Jr.",https://www.congress.gov/member/walter-jones/J000255,Republican,North Carolina,3,House,1995,2019
"Jordan, Jim",https://www.congress.gov/member/jim-jordan/J000289,Republican,Ohio,4,House,2007,inf
"Joyce, David P.",https://www.congress.gov/member/david-joyce/J000295,Republican,Ohio,14,House,2013,inf
"Joyce, John",https://www.congress.gov/member/john-joyce/J000302,Republican,Pennsylvania,13,House,2019,inf
"Kagen, Steve",https://www.congress.gov/member/steve-kagen/K000365,Democratic,Wisconsin,8,House,2007,2011
"Kaine, Tim",https://www.congress.gov/member/timothy-kaine/K000384,Democratic,Virginia,N/A,Senate,2013,inf
"Kanjorski, Paul E.",https://www.congress.gov/member/paul-kanjorski/K000008,Democratic,Pennsylvania,11,House,1985,2011
"Kaptur, Marcy",https://www.congress.gov/member/marcy-kaptur/K000009,Democratic,Ohio,9,House,1983,inf
"Katko, John",https://www.congress.gov/member/john-katko/K000386,Republican,New York,24,House,2015,inf
"Kaufman, Edward E.",https://www.congress.gov/member/edward-kaufman/K000373,Democratic,Delaware,N/A,Senate,2009,2010
"Keating, William R.",https://www.congress.gov/member/william-keating/K000375,Democratic,Massachusetts,9,House,2013,inf
"Keating, William R.",https://www.congress.gov/member/william-keating/K000375,Democratic,Massachusetts,10,House,2011,2013
"Keller, Fred",https://www.congress.gov/member/fred-keller/K000395,Republican,Pennsylvania,12,House,2019,inf
"Kelly, Mike",https://www.congress.gov/member/mike-kelly/K000376,Republican,Pennsylvania,16,House,2019,inf
"Kelly, Mike",https://www.congress.gov/member/mike-kelly/K000376,Republican,Pennsylvania,3,House,2011,2019
"Kelly, Robin L.",https://www.congress.gov/member/robin-kelly/K000385,Democratic,Illinois,2,House,2013,inf
"Kelly, Trent",https://www.congress.gov/member/trent-kelly/K000388,Republican,Mississippi,1,House,2015,inf
"Kennedy, Edward M.",https://www.congress.gov/member/edward-kennedy/K000105,Democratic,Massachusetts,N/A,Senate,1961,2009
"Kennedy, John",https://www.congress.gov/member/john-kennedy/K000393,Republican,Louisiana,N/A,Senate,2017,inf
"Kennedy, Joseph P., III",https://www.congress.gov/member/joseph-kennedy/K000379,Democratic,Massachusetts,4,House,2013,inf
"Kennedy, Patrick J.",https://www.congress.gov/member/patrick-kennedy/K000113,Democratic,Rhode Island,1,House,1995,2011
"Kerry, John F.",https://www.congress.gov/member/john-kerry/K000148,Democratic,Massachusetts,N/A,Senate,1985,2013
"Khanna, Ro",https://www.congress.gov/member/ro-khanna/K000389,Democratic,California,17,House,2017,inf
"Kihuen, Ruben J.",https://www.congress.gov/member/ruben-kihuen/K000390,Democratic,Nevada,4,House,2017,2019
"Kildee, Dale E.",https://www.congress.gov/member/dale-kildee/K000172,Democratic,Michigan,5,House,2003,2013
"Kildee, Dale E.",https://www.congress.gov/member/dale-kildee/K000172,Democratic,Michigan,9,House,1993,2003
"Kildee, Dale E.",https://www.congress.gov/member/dale-kildee/K000172,Democratic,Michigan,7,House,1977,1993
"Kildee, Daniel T.",https://www.congress.gov/member/daniel-kildee/K000380,Democratic,Michigan,5,House,2013,inf
"Kilmer, Derek",https://www.congress.gov/member/derek-kilmer/K000381,Democratic,Washington,6,House,2013,inf
"Kilpatrick, Carolyn C.",https://www.congress.gov/member/carolyn-kilpatrick/K000180,Democratic,Michigan,13,House,2003,2011
"Kilpatrick, Carolyn C.",https://www.congress.gov/member/carolyn-kilpatrick/K000180,Democratic,Michigan,15,House,1997,2003
"Kilroy, Mary Jo",https://www.congress.gov/member/mary-jo-kilroy/K000372,Democratic,Ohio,15,House,2009,2011
"Kim, Andy",https://www.congress.gov/member/andy-kim/K000394,Democratic,New Jersey,3,House,2019,inf
"Kind, Ron",https://www.congress.gov/member/ron-kind/K000188,Democratic,Wisconsin,3,House,1997,inf
"King, Angus S., Jr.",https://www.congress.gov/member/angus-king/K000383,Independent,Maine,N/A,Senate,2013,inf
"King, Peter T.",https://www.congress.gov/member/peter-king/K000210,Republican,New York,2,House,2013,inf
"King, Peter T.",https://www.congress.gov/member/peter-king/K000210,Republican,New York,3,House,1993,2013
"King, Steve",https://www.congress.gov/member/steve-king/K000362,Republican,Iowa,4,House,2013,inf
"King, Steve",https://www.congress.gov/member/steve-king/K000362,Republican,Iowa,5,House,2003,2013
"Kingston, Jack",https://www.congress.gov/member/jack-kingston/K000220,Republican,Georgia,1,House,1993,2015
"Kinzinger, Adam",https://www.congress.gov/member/adam-kinzinger/K000378,Republican,Illinois,16,House,2013,inf
"Kinzinger, Adam",https://www.congress.gov/member/adam-kinzinger/K000378,Republican,Illinois,11,House,2011,2013
"Kirk, Mark Steven",https://www.congress.gov/member/mark-kirk/K000360,Republican,Illinois,0,Senate,2010,2017
"Kirk, Mark Steven",https://www.congress.gov/member/mark-kirk/K000360,Republican,Illinois,10,House,2001,2010
"Kirk, Paul Grattan, Jr.",https://www.congress.gov/member/paul-kirk/K000374,Democratic,Massachusetts,N/A,Senate,2009,2010
"Kirkpatrick, Ann",https://www.congress.gov/member/ann-kirkpatrick/K000368,Democratic,Arizona,2,House,2019,inf
"Kirkpatrick, Ann",https://www.congress.gov/member/ann-kirkpatrick/K000368,Democratic,Arizona,1,House,2013,2017
"Kirkpatrick, Ann",https://www.congress.gov/member/ann-kirkpatrick/K000368,Democratic,Arizona,1,House,2009,2011
"Kissell, Larry",https://www.congress.gov/member/larry-kissell/K000369,Democratic,North Carolina,8,House,2009,2013
"Klein, Ron",https://www.congress.gov/member/ron-klein/K000366,Democratic,Florida,22,House,2007,2011
"Kline, John",https://www.congress.gov/member/john-kline/K000363,Republican,Minnesota,2,House,2003,2017
"Klobuchar, Amy",https://www.congress.gov/member/amy-klobuchar/K000367,Democratic,Minnesota,N/A,Senate,2007,inf
"Knight, Stephen",https://www.congress.gov/member/stephen-knight/K000387,Republican,California,25,House,2015,2019
"Kohl, Herb",https://www.congress.gov/member/herbert-kohl/K000305,Democratic,Wisconsin,N/A,Senate,1989,2013
"Kosmas, Suzanne M.",https://www.congress.gov/member/suzanne-kosmas/K000370,Democratic,Florida,24,House,2009,2011
"Kratovil, Frank,  Jr.",https://www.congress.gov/member/frank-kratovil/K000371,Democratic,Maryland,1,House,2009,2011
"Krishnamoorthi, Raja",https://www.congress.gov/member/raja-krishnamoorthi/K000391,Democratic,Illinois,8,House,2017,inf
"Kucinich, Dennis J.",https://www.congress.gov/member/dennis-kucinich/K000336,Democratic,Ohio,10,House,1997,2013
"Kuster, Ann M.",https://www.congress.gov/member/ann-kuster/K000382,Democratic,New Hampshire,2,House,2013,inf
"Kustoff, David",https://www.congress.gov/member/david-kustoff/K000392,Republican,Tennessee,8,House,2017,inf
"Kyl, Jon",https://www.congress.gov/member/jon-kyl/K000352,Republican,Arizona,0,Senate,2018,2019
"Kyl, Jon",https://www.congress.gov/member/jon-kyl/K000352,Republican,Arizona,0,Senate,1995,2013
"Kyl, Jon",https://www.congress.gov/member/jon-kyl/K000352,Republican,Arizona,4,House,1987,1995
"Labrador, Raul R.",https://www.congress.gov/member/raul-labrador/L000573,Republican,Idaho,1,House,2011,2019
"LaHood, Darin",https://www.congress.gov/member/darin-lahood/L000585,Republican,Illinois,18,House,2015,inf
"LaMalfa, Doug",https://www.congress.gov/member/doug-lamalfa/L000578,Republican,California,1,House,2013,inf
"Lamb, Conor",https://www.congress.gov/member/conor-lamb/L000588,Democratic,Pennsylvania,17,House,2019,inf
"Lamb, Conor",https://www.congress.gov/member/conor-lamb/L000588,Democratic,Pennsylvania,18,House,2018,2019
"Lamborn, Doug",https://www.congress.gov/member/doug-lamborn/L000564,Republican,Colorado,5,House,2007,inf
"Lance, Leonard",https://www.congress.gov/member/leonard-lance/L000567,Republican,New Jersey,7,House,2009,2019
"Landrieu, Mary L.",https://www.congress.gov/member/mary-landrieu/L000550,Democratic,Louisiana,N/A,Senate,1997,2015
"Landry, Jeffrey M.",https://www.congress.gov/member/jeffrey-landry/L000574,Republican,Louisiana,3,House,2011,2013
"Langevin, James R.",https://www.congress.gov/member/james-langevin/L000559,Democratic,Rhode Island,2,House,2001,inf
"Lankford, James",https://www.congress.gov/member/james-lankford/L000575,Republican,Oklahoma,0,Senate,2015,inf
"Lankford, James",https://www.congress.gov/member/james-lankford/L000575,Republican,Oklahoma,5,House,2011,2015
"Larsen, Rick",https://www.congress.gov/member/rick-larsen/L000560,Democratic,Washington,2,House,2001,inf
"Larson, John B.",https://www.congress.gov/member/john-larson/L000557,Democratic,Connecticut,1,House,1999,inf
"Latham, Tom",https://www.congress.gov/member/tom-latham/L000111,Republican,Iowa,3,House,2013,2015
"Latham, Tom",https://www.congress.gov/member/tom-latham/L000111,Republican,Iowa,4,House,2003,2013
"Latham, Tom",https://www.congress.gov/member/tom-latham/L000111,Republican,Iowa,5,House,1995,2003
"LaTourette, Steven C.",https://www.congress.gov/member/steven-latourette/L000553,Republican,Ohio,14,House,2003,2013
"LaTourette, Steven C.",https://www.congress.gov/member/steven-latourette/L000553,Republican,Ohio,19,House,1995,2003
"Latta, Robert E.",https://www.congress.gov/member/robert-latta/L000566,Republican,Ohio,5,House,2007,inf
"Lautenberg, Frank R.",https://www.congress.gov/member/frank-lautenberg/L000123,Democratic,New Jersey,N/A,Senate,2003,2013
"Lautenberg, Frank R.",https://www.congress.gov/member/frank-lautenberg/L000123,Democratic,New Jersey,N/A,Senate,1983,2001
"Lawrence, Brenda L.",https://www.congress.gov/member/brenda-lawrence/L000581,Democratic,Michigan,14,House,2015,inf
"Lawson, Al, Jr.",https://www.congress.gov/member/al-lawson/L000586,Democratic,Florida,5,House,2017,inf
"Leahy, Patrick J.",https://www.congress.gov/member/patrick-leahy/L000174,Democratic,Vermont,N/A,Senate,1975,inf
"Lee, Barbara",https://www.congress.gov/member/barbara-lee/L000551,Democratic,California,13,House,2013,inf
"Lee, Barbara",https://www.congress.gov/member/barbara-lee/L000551,Democratic,California,9,House,1997,2013
"Lee, Christopher J.",https://www.congress.gov/member/christopher-lee/L000568,Republican,New York,26,House,2009,2011
"Lee, Mike",https://www.congress.gov/member/mike-lee/L000577,Republican,Utah,N/A,Senate,2011,inf
"Lee, Susie",https://www.congress.gov/member/susie-lee/L000590,Democratic,Nevada,3,House,2019,inf
"LeMieux, George S.",https://www.congress.gov/member/george-lemieux/L000572,Republican,Florida,N/A,Senate,2009,2011
"Lesko, Debbie",https://www.congress.gov/member/debbie-lesko/L000589,Republican,Arizona,8,House,2018,inf
"Levin, Andy",https://www.congress.gov/member/andy-levin/L000592,Democratic,Michigan,9,House,2019,inf
"Levin, Carl",https://www.congress.gov/member/carl-levin/L000261,Democratic,Michigan,N/A,Senate,1979,2015
"Levin, Mike",https://www.congress.gov/member/mike-levin/L000593,Democratic,California,49,House,2019,inf
"Levin, Sander M.",https://www.congress.gov/member/sander-levin/L000263,Democratic,Michigan,9,House,2013,2019
"Levin, Sander M.",https://www.congress.gov/member/sander-levin/L000263,Democratic,Michigan,12,House,1993,2013
"Levin, Sander M.",https://www.congress.gov/member/sander-levin/L000263,Democratic,Michigan,17,House,1983,1993
"Lewis, Jason",https://www.congress.gov/member/jason-lewis/L000587,Republican,Minnesota,2,House,2017,2019
"Lewis, Jerry",https://www.congress.gov/member/jerry-lewis/L000274,Republican,California,41,House,2003,2013
"Lewis, Jerry",https://www.congress.gov/member/jerry-lewis/L000274,Republican,California,40,House,1993,2003
"Lewis, Jerry",https://www.congress.gov/member/jerry-lewis/L000274,Republican,California,35,House,1983,1993
"Lewis, Jerry",https://www.congress.gov/member/jerry-lewis/L000274,Republican,California,37,House,1979,1983
"Lewis, John",https://www.congress.gov/member/john-lewis/L000287,Democratic,Georgia,5,House,1987,inf
"Lieberman, Joseph I.",https://www.congress.gov/member/joseph-lieberman/L000304,Democratic,Connecticut,N/A,Senate,1989,2013
"Lieu, Ted",https://www.congress.gov/member/ted-lieu/L000582,Democratic,California,33,House,2015,inf
"Lincoln, Blanche L.",https://www.congress.gov/member/blanche-lincoln/L000035,Democratic,Arkansas,0,Senate,1999,2011
"Lincoln, Blanche L.",https://www.congress.gov/member/blanche-lincoln/L000035,Democratic,Arkansas,1,House,1993,1997
"Linder, John",https://www.congress.gov/member/john-linder/L000321,Republican,Georgia,7,House,2003,2011
"Linder, John",https://www.congress.gov/member/john-linder/L000321,Republican,Georgia,11,House,1997,2003
"Linder, John",https://www.congress.gov/member/john-linder/L000321,Republican,Georgia,4,House,1993,1997
"Lipinski, Daniel",https://www.congress.gov/member/daniel-lipinski/L000563,Democratic,Illinois,3,House,2005,inf
"LoBiondo, Frank A.",https://www.congress.gov/member/frank-lobiondo/L000554,Republican,New Jersey,2,House,1995,2019
"Loebsack, David",https://www.congress.gov/member/david-loebsack/L000565,Democratic,Iowa,2,House,2007,inf
"Loeffler, Kelly",https://www.congress.gov/member/kelly-loeffler/L000594,Republican,Georgia,N/A,Senate,2020,inf
"Lofgren, Zoe",https://www.congress.gov/member/zoe-lofgren/L000397,Democratic,California,19,House,2013,inf
"Lofgren, Zoe",https://www.congress.gov/member/zoe-lofgren/L000397,Democratic,California,16,House,1995,2013
"Long, Billy",https://www.congress.gov/member/billy-long/L000576,Republican,Missouri,7,House,2011,inf
"Loudermilk, Barry",https://www.congress.gov/member/barry-loudermilk/L000583,Republican,Georgia,11,House,2015,inf
"Love, Mia B.",https://www.congress.gov/member/mia-love/L000584,Republican,Utah,4,House,2015,2019
"Lowenthal, Alan S.",https://www.congress.gov/member/alan-lowenthal/L000579,Democratic,California,47,House,2013,inf
"Lowey, Nita M.",https://www.congress.gov/member/nita-lowey/L000480,Democratic,New York,17,House,2013,inf
"Lowey, Nita M.",https://www.congress.gov/member/nita-lowey/L000480,Democratic,New York,18,House,1993,2013
"Lowey, Nita M.",https://www.congress.gov/member/nita-lowey/L000480,Democratic,New York,20,House,1989,1993
"Lucas, Frank D.",https://www.congress.gov/member/frank-lucas/L000491,Republican,Oklahoma,3,House,2003,inf
"Lucas, Frank D.",https://www.congress.gov/member/frank-lucas/L000491,Republican,Oklahoma,6,House,1993,2003
"Luetkemeyer, Blaine",https://www.congress.gov/member/blaine-luetkemeyer/L000569,Republican,Missouri,3,House,2013,inf
"Luetkemeyer, Blaine",https://www.congress.gov/member/blaine-luetkemeyer/L000569,Republican,Missouri,9,House,2009,2013
"Lugar, Richard G.",https://www.congress.gov/member/richard-lugar/L000504,Republican,Indiana,N/A,Senate,1977,2013
"Lujan Grisham, Michelle",https://www.congress.gov/member/michelle-lujan-grisham/L000580,Democratic,New Mexico,1,House,2013,2019
"Lujan, Ben Ray",https://www.congress.gov/member/ben-lujan/L000570,Democratic,New Mexico,3,House,2009,inf
"Lummis, Cynthia M.",https://www.congress.gov/member/cynthia-lummis/L000571,Republican,Wyoming,At Large,House,2009,2017
"Lungren, Daniel E.",https://www.congress.gov/member/daniel-lungren/L000517,Republican,California,3,House,2005,2013
"Lungren, Daniel E.",https://www.congress.gov/member/daniel-lungren/L000517,Republican,California,42,House,1983,1989
"Lungren, Daniel E.",https://www.congress.gov/member/daniel-lungren/L000517,Republican,California,34,House,1979,1983
"Luria, Elaine G.",https://www.congress.gov/member/elaine-luria/L000591,Democratic,Virginia,2,House,2019,inf
"Lynch, Stephen F.",https://www.congress.gov/member/stephen-lynch/L000562,Democratic,Massachusetts,8,House,2013,inf
"Lynch, Stephen F.",https://www.congress.gov/member/stephen-lynch/L000562,Democratic,Massachusetts,9,House,2001,2013
"MacArthur, Thomas",https://www.congress.gov/member/thomas-macarthur/M001193,Republican,New Jersey,3,House,2015,2019
"Mack, Connie",https://www.congress.gov/member/connie-mack/M001155,Republican,Florida,14,House,2005,2013
